Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,RxDtcsCode,CrossMode,Mode,Comment
599,Carthage,145.020000,+,0.600000,TSQL,110.9,110.9,23,NN,23,Tone->Tone,FM,NC S03 | Wide | https://tinyurl.com/2yevl664
600,GraysCre,442.450000,+,5.000000,Tone,131.8,88.5,23,NN,23,Tone->Tone,FM,"NC S03 | Link, AllStar | https://tinyurl.com/2b35mpxh"
601,Hampstea,146.940000,-,0.600000,Tone,88.5,88.5,23,NN,23,Tone->Tone,FM,NC S03 | Wide | https://tinyurl.com/263zmlhs
602,Hampstea,443.550000,+,5.000000,TSQL,100.0,100.0,23,NN,23,Tone->Tone,FM,"NC S03 | Link, EchoLink, Wide | https://tinyurl.com/29yklj94"
603,King-Sau,147.315000,+,0.600000,Tone,100.0,88.5,23,NN,23,Tone->Tone,FM,"NC S03 | Wide, Nets | https://tinyurl.com/2762majh"
604,Laurinbu,146.625000,-,0.600000,TSQL,100.0,100.0,23,NN,23,Tone->Tone,FM,NC S03 | Wide | https://tinyurl.com/24rcw6t5
605,Lumberto,147.360000,+,0.600000,TSQL,82.5,82.5,23,NN,23,Tone->Tone,FM,NC S03 | Wide | https://tinyurl.com/2ygktr5h
606,Marion-W,146.985000,-,0.600000,Tone,118.8,88.5,23,NN,23,Tone->Tone,FM,NC S03 | Wide | https://tinyurl.com/273yajoj
607,Moyock-W,443.025000,+,5.000000,TSQL,141.3,141.3,23,NN,23,Tone->Tone,FM,NC S03 | Wide | https://tinyurl.com/264h2fpe
608,Rockingh,147.510000,-,2.000000,TSQL,114.8,114.8,23,NN,23,Tone->Tone,FM,NC S03 | Wide | https://tinyurl.com/2yn23j9q
609,Scotland,444.075000,+,5.000000,TSQL,203.5,203.5,23,NN,23,Tone->Tone,FM,NC S03 | Wide | https://tinyurl.com/2yqkn99r
610,Ashland-,444.037500,+,5.000000,TSQL,71.9,71.9,23,NN,23,Tone->Tone,FM,"OH S03 | Link, Wide, Nets | https://tinyurl.com/2bk3lkx8"
611,Bellbroo,147.045000,+,0.600000,TSQL,118.8,118.8,23,NN,23,Tone->Tone,FM,"OH S03 | Link, AllStar+EchoLink | https://tinyurl.com/28tc9k5x"
612,Columbus,146.670000,-,0.600000,TSQL,131.8,131.8,23,NN,23,Tone->Tone,FM,"OH S03 | Link, EchoLink, Wide | https://tinyurl.com/26khow4c"
613,Defiance,147.090000,+,0.600000,Cross,123.0,107.2,23,NN,23,Tone->Tone,FM,"OH S03 | Link, EchoLink | https://tinyurl.com/23qfw5u4"
614,Greenfie,444.775000,+,5.000000,,88.5,88.5,23,NN,23,Tone->Tone,FM,"OH S03 | Link, Wide | https://tinyurl.com/288qf28g"
615,Hillsbor,147.210000,+,0.600000,Tone,100.0,88.5,23,NN,23,Tone->Tone,FM,"OH S03 | Link, Wide | https://tinyurl.com/24nqssoe"
616,Hillsbor,444.675000,+,5.000000,,88.5,88.5,23,NN,23,Tone->Tone,FM,"OH S03 | Link, Wide | https://tinyurl.com/2amant7e"
617,JacksonV,147.225000,+,0.600000,,88.5,88.5,23,NN,23,Tone->Tone,FM,OH S03 | Link | https://tinyurl.com/2agjvbdf
618,Kent-K8I,146.895000,-,0.600000,Tone,118.8,88.5,23,NN,23,Tone->Tone,FM,"OH S03 | Link, EchoLink, Nets | https://tinyurl.com/28cmek34"
619,Lakewood,146.880000,-,0.600000,TSQL,110.9,110.9,23,NN,23,Tone->Tone,FM,"OH S03 | Link, AllStar | https://tinyurl.com/28d3jf5k"
620,Mentor-L,145.210000,-,0.600000,TSQL,110.9,110.9,23,NN,23,Tone->Tone,FM,"OH S03 | Link, Wide | https://tinyurl.com/264kwoxt"
621,Mentor-L,444.475000,+,5.000000,TSQL,131.8,131.8,23,NN,23,Tone->Tone,FM,"OH S03 | Link, AllStar+EchoLink | https://tinyurl.com/2amwrb76"
622,MtVernon,146.790000,-,0.600000,TSQL,71.9,71.9,23,NN,23,Tone->Tone,FM,"OH S03 | Link, EchoLink | https://tinyurl.com/2yogq538"
623,MtVernon,444.600000,+,5.000000,TSQL,71.9,71.9,23,NN,23,Tone->Tone,FM,"OH S03 | Link, Wide | https://tinyurl.com/2xotvk74"
624,Pataskal,147.330000,+,0.600000,TSQL,123.0,123.0,23,NN,23,Tone->Tone,FM,OH S03 | Link | https://tinyurl.com/276r4vqe
625,PennsVll,444.400000,+,5.000000,TSQL,110.9,110.9,23,NN,23,Tone->Tone,FM,"OH S03 | Link, AllStar, Wide | https://tinyurl.com/24llfo6o"
626,Rogers-A,444.912500,+,5.000000,TSQL,162.2,162.2,23,NN,23,Tone->Tone,FM,OH S03 | Wide | https://tinyurl.com/2bro6x4b
627,Toledo-N,146.940000,-,0.600000,TSQL,103.5,103.5,23,NN,23,Tone->Tone,FM,"OH S03 | Link, Wide | https://tinyurl.com/2aglyrx8"
628,Urbana-A,146.955000,-,0.600000,Tone,100.0,88.5,23,NN,23,Tone->Tone,FM,"OH S03 | Link, Wide | https://tinyurl.com/2ce2qo5x"
629,Xenia-Fi,443.100000,+,5.000000,Tone,123.0,88.5,23,NN,23,Tone->Tone,FM,OH S03 | Link | https://tinyurl.com/27cqamw6
630,AdamsRun,147.345000,+,0.600000,TSQL,141.3,141.3,23,NN,23,Tone->Tone,FM,SC S03 | Wide | https://tinyurl.com/2ccjbbzx
631,Bowman-K,146.835000,-,0.600000,TSQL,179.9,179.9,23,NN,23,Tone->Tone,FM,SC S03 | Wide | https://tinyurl.com/22klrjsu
632,Columbia,444.875000,+,5.000000,TSQL,91.5,91.5,23,NN,23,Tone->Tone,FM,"SC S03 | Link, AllStar, Wide | https://tinyurl.com/2yecd3go"
633,Greenwoo,443.900000,+,5.000000,Tone,107.2,88.5,23,NN,23,Tone->Tone,FM,SC S03 | Nets | https://tinyurl.com/24qqvduh
634,Marion-K,147.000000,-,0.600000,TSQL,91.5,91.5,23,NN,23,Tone->Tone,FM,SC S03 | Wide | https://tinyurl.com/2dmqhogt
635,MtRest-L,442.775000,+,5.000000,Tone,127.3,88.5,23,NN,23,Tone->Tone,FM,"SC S03 | Link, EchoLink, Wide, Nets | https://tinyurl.com/262nr2pu"
636,Newport-,442.325000,+,5.000000,TSQL,110.9,110.9,23,NN,23,Tone->Tone,FM,SC S03 | Wide | https://tinyurl.com/298hp36f
637,Pickens-,442.050000,+,5.000000,Tone,82.5,88.5,23,NN,23,Tone->Tone,FM,SC S03 | Wide | https://tinyurl.com/22jfyj9z
638,Pickens-,443.450000,+,5.000000,TSQL,127.3,127.3,23,NN,23,Tone->Tone,FM,"SC S03 | Link, AllStar+EchoLink | https://tinyurl.com/26ctqq2e"
639,RussellV,147.300000,+,0.600000,TSQL,162.2,162.2,23,NN,23,Tone->Tone,FM,SC S03 | Wide | https://tinyurl.com/22qlxbym
640,TimmonsV,147.315000,+,0.600000,TSQL,77.0,77.0,23,NN,23,Tone->Tone,FM,SC S03 | Wide | https://tinyurl.com/28b8kp47
641,ClarksVl,146.640000,-,0.600000,Tone,179.9,88.5,23,NN,23,Tone->Tone,FM,TN S03 | Wide | https://tinyurl.com/2ylah47n
642,ClarksVl,443.150000,+,5.000000,TSQL,123.0,123.0,23,NN,23,Tone->Tone,FM,TN S03 | Wide | https://tinyurl.com/2a5yc4kv
643,Colleged,147.000000,+,0.600000,TSQL,131.8,131.8,23,NN,23,Tone->Tone,FM,"TN S03 | Link, AllStar+EchoLink | https://tinyurl.com/2ce564td"
644,Crossvil,146.865000,-,0.600000,TSQL,118.8,118.8,23,NN,23,Tone->Tone,FM,"TN S03 | Link, EchoLink, Wide | https://tinyurl.com/235crrmj"
645,Elizabet,146.700000,-,0.600000,Tone,77.0,88.5,23,NN,23,Tone->Tone,FM,TN S03 | Wide | https://tinyurl.com/2yxvhnlm
646,Lafayett,146.730000,-,0.600000,TSQL,114.8,114.8,23,NN,23,Tone->Tone,FM,TN S03 | Wide | https://tinyurl.com/234nvmdj
647,Memphis-,442.600000,+,5.000000,TSQL,107.2,107.2,23,NN,23,Tone->Tone,FM,"TN S03 | Link, AllStar+EchoLink, Wide | https://tinyurl.com/28k32rsr"
648,Nash-Bre,146.670000,-,0.600000,TSQL,114.8,114.8,23,NN,23,Tone->Tone,FM,"TN S03 | Link, AllStar+EchoLink | https://tinyurl.com/2c9kwavy"
649,SevierVl,444.300000,+,5.000000,Tone,118.8,88.5,23,NN,23,Tone->Tone,FM,"TN S03 | Link, AllStar+EchoLink | https://tinyurl.com/24flbwwx"
650,UnionCit,442.950000,+,5.000000,Tone,100.0,88.5,23,NN,23,Tone->Tone,FM,"TN S03 | Link, AllStar, Wide | https://tinyurl.com/22727za5"
651,Woodbury,442.012500,+,5.000000,TSQL,107.2,107.2,23,NN,23,Tone->Tone,FM,TN S03 | Wide | https://tinyurl.com/22ybxeym
652,BerryVll,444.300000,+,5.000000,TSQL,141.3,141.3,23,NN,23,Tone->Tone,FM,"VA S03 | Link, AllStar+EchoLink | https://tinyurl.com/2aydj6x2"
653,Fairfax-,146.790000,-,0.600000,TSQL,77.0,77.0,23,NN,23,Tone->Tone,FM,VA S03 | Wide | https://tinyurl.com/224k44ls
654,FarmVll-,146.955000,-,0.600000,TSQL,136.5,136.5,23,NN,23,Tone->Tone,FM,VA S03 | Wide | https://tinyurl.com/2bw7ut6x
655,FarmVll-,443.300000,+,5.000000,TSQL,136.5,136.5,23,NN,23,Tone->Tone,FM,VA S03 | Wide | https://tinyurl.com/2b7whbar
656,Pearisbu,147.135000,+,0.600000,TSQL,100.0,100.0,23,NN,23,Tone->Tone,FM,VA S03 | Wide | https://tinyurl.com/282x98l3
657,Surry-WT,147.030000,+,0.600000,Tone,100.0,88.5,23,NN,23,Tone->Tone,FM,VA S03 | Wide | https://tinyurl.com/2b8epmx3
658,Walkerto,146.715000,-,0.600000,,88.5,88.5,23,NN,23,Tone->Tone,FM,VA S03 | Wide | https://tinyurl.com/2cnrkeor
659,Wintergr,444.550000,+,5.000000,TSQL,136.5,136.5,23,NN,23,Tone->Tone,FM,VA S03 | Wide | https://tinyurl.com/2ytgty8v
660,Blooming,146.970000,-,0.600000,Tone,123.0,88.5,23,NN,23,Tone->Tone,FM,GA S03 | Wide | https://tinyurl.com/2a32pzn2
661,Jesup-KE,146.865000,-,0.600000,TSQL,141.3,141.3,23,NN,23,Tone->Tone,FM,GA S03 | Wide | https://tinyurl.com/2db4wzx5
662,Rockmart,443.475000,+,5.000000,Tone,77.0,88.5,23,NN,23,Tone->Tone,FM,"GA S03 | Link, Wide | https://tinyurl.com/22otrbou"
663,Vienna-B,147.375000,+,0.600000,TSQL,131.8,131.8,23,NN,23,Tone->Tone,FM,GA S03 | Wide | https://tinyurl.com/2bjxvq6m
664,Waleska-,147.015000,+,0.600000,TSQL,100.0,100.0,23,NN,23,Tone->Tone,FM,"GA S03 | Wide, Nets | https://tinyurl.com/23wck98v"
665,Waleska-,145.190000,+,2.260000,Cross,173.8,107.2,23,NN,23,Tone->Tone,FM,GA S03 | Wide | https://tinyurl.com/28zks27x
666,Northfie,147.345000,+,0.600000,TSQL,107.2,107.2,23,NN,23,Tone->Tone,FM,"IL S03 | Wide, Nets | https://tinyurl.com/2datds5h"
667,Princeto,146.955000,-,0.600000,TSQL,103.5,103.5,23,NN,23,Tone->Tone,FM,"IL S03 | Wide, Nets | https://tinyurl.com/2xosbvh4"
668,Quincy-W,443.900000,+,5.000000,TSQL,103.5,103.5,23,NN,23,Tone->Tone,FM,IL S03 | Wide | https://tinyurl.com/25rzg4jq
669,Tremont-,146.910000,-,0.600000,TSQL,103.5,103.5,23,NN,23,Tone->Tone,FM,IL S03 | Wide | https://tinyurl.com/2dnyroz9
670,Frenchto,146.820000,-,0.600000,Tone,103.5,88.5,23,NN,23,Tone->Tone,FM,IN S03 | Nets | https://tinyurl.com/2advxvyt
671,IND-W9IC,146.970000,-,0.600000,Tone,107.2,88.5,23,NN,23,Tone->Tone,FM,"IN S03 | Link, Wide | https://tinyurl.com/2a4plx6h"
672,Mitchell,146.730000,-,0.600000,TSQL,107.2,107.2,23,NN,23,Tone->Tone,FM,"IN S03 | Wide, Nets | https://tinyurl.com/2bu4d26h"
673,Paoli-KB,147.045000,+,0.600000,TSQL,103.5,103.5,23,NN,23,Tone->Tone,FM,"IN S03 | Link, AllStar, Wide | https://tinyurl.com/28a6g56x"
674,Rossvill,145.370000,-,0.600000,TSQL,131.8,131.8,23,NN,23,Tone->Tone,FM,IN S03 | Wide | https://tinyurl.com/2chbgwut
675,Rossvill,443.500000,+,5.000000,TSQL,131.8,131.8,23,NN,23,Tone->Tone,FM,IN S03 | Wide | https://tinyurl.com/29twgkoh
676,Rushvill,147.000000,+,0.600000,Tone,127.3,88.5,23,NN,23,Tone->Tone,FM,IN S03 | Wide | https://tinyurl.com/25ygv2l7
677,Winamac-,145.480000,-,0.600000,TSQL,131.8,131.8,23,NN,23,Tone->Tone,FM,IN S03 | Wide | https://tinyurl.com/25lf77j9
678,Princeto,145.230000,-,0.600000,TSQL,179.9,179.9,23,NN,23,Tone->Tone,FM,"KY S03 | Link, AllStar+EchoLink | https://tinyurl.com/23s86ch9"
679,Stamping,442.100000,+,5.000000,TSQL,107.2,107.2,23,NN,23,Tone->Tone,FM,"KY S03 | Link, AllStar+EchoLink, Nets | https://tinyurl.com/2aennxlo"
680,Dobson-W,444.525000,+,5.000000,TSQL,100.0,100.0,23,NN,23,Tone->Tone,FM,NC S03 | Wide | https://tinyurl.com/2a38xps9
681,Elizabet,146.655000,-,0.600000,TSQL,131.8,131.8,23,NN,23,Tone->Tone,FM,NC S03 | Wide | https://tinyurl.com/2y8gz85r
682,Lincolnt,147.015000,+,0.600000,TSQL,141.3,141.3,23,NN,23,Tone->Tone,FM,NC S03 | Wide | https://tinyurl.com/26zf9nln
683,StatesVl,146.685000,-,0.600000,TSQL,77.0,77.0,23,NN,23,Tone->Tone,FM,"NC S03 | Wide, Nets | https://tinyurl.com/24p87vgo"
684,Dayton-K,444.250000,+,5.000000,Tone,123.0,88.5,23,NN,23,Tone->Tone,FM,"OH S03 | Link, Wide | https://tinyurl.com/2auuz2k5"
685,Pomeroy-,146.865000,-,0.600000,TSQL,88.5,88.5,23,NN,23,Tone->Tone,FM,"OH S03 | Link, Wide | https://tinyurl.com/27cm439q"
686,Anderson,146.970000,-,0.600000,TSQL,127.3,127.3,23,NN,23,Tone->Tone,FM,SC S03 | Wide | https://tinyurl.com/2a6ysy5w
687,Benton-O,147.180000,+,0.600000,TSQL,118.8,118.8,23,NN,23,Tone->Tone,FM,TN S03 | Wide | https://tinyurl.com/2yzujw78
688,Brighton,145.490000,-,0.600000,Tone,100.0,88.5,23,NN,23,Tone->Tone,FM,"TN S03 | Link, EchoLink, Wide | https://tinyurl.com/27v2gmfm"
689,JohnsonC,146.790000,-,0.600000,TSQL,131.8,131.8,23,NN,23,Tone->Tone,FM,"TN S03 | Link, EchoLink, Wide | https://tinyurl.com/25umg5zj"
690,Knox-WIM,145.230000,-,0.600000,,88.5,88.5,23,NN,23,Tone->Tone,FM,TN S03 | Wide | https://tinyurl.com/2ys43cmd
691,Sneedvil,442.450000,+,5.000000,Tone,100.0,88.5,23,NN,23,Tone->Tone,FM,TN S03 | Wide | https://tinyurl.com/2aurd4bk
692,Annandal,147.210000,+,0.600000,Tone,110.9,88.5,23,NN,23,Tone->Tone,FM,VA S03 | Wide | https://tinyurl.com/2bbmhuox
693,FlsChurc,146.625000,-,0.600000,TSQL,107.2,107.2,23,NN,23,Tone->Tone,FM,"VA S03 | Link, Wide | https://tinyurl.com/25m8sttq"
694,Harrison,145.130000,-,0.600000,TSQL,131.8,131.8,23,NN,23,Tone->Tone,FM,"VA S03 | Wide, Nets | https://tinyurl.com/2bwe44b7"
695,Lynchbur,145.270000,-,0.600000,Tone,136.5,88.5,23,NN,23,Tone->Tone,FM,"VA S03 | Link, EchoLink | https://tinyurl.com/2bzbujga"
696,Norfolk-,147.075000,+,0.600000,Tone,100.0,88.5,23,NN,23,Tone->Tone,FM,"VA S03 | Link, Nets | https://tinyurl.com/2yll4vbq"
697,Norfolk-,145.330000,-,0.600000,TSQL,131.8,131.8,23,NN,23,Tone->Tone,FM,"VA S03 | Link, EchoLink, Nets | https://tinyurl.com/23qsahkb"
698,Norfolk-,442.950000,+,5.000000,Tone,131.8,88.5,23,NN,23,Tone->Tone,FM,"VA S03 | Link, EchoLink, Nets | https://tinyurl.com/2bedo3f3"
699,Petersbu,147.390000,+,0.600000,TSQL,74.4,74.4,23,NN,23,Tone->Tone,FM,"VA S03 | Link, Wide | https://tinyurl.com/279k2bmc"
700,Richmond,145.430000,-,0.600000,TSQL,74.4,74.4,23,NN,23,Tone->Tone,FM,VA S03 | Wide | https://tinyurl.com/26w83mvd
701,Waynesbo,147.075000,+,0.600000,TSQL,131.8,131.8,23,NN,23,Tone->Tone,FM,VA S03 | Wide | https://tinyurl.com/2af9qpdh
702,ATL-Geor,145.150000,-,0.600000,TSQL,167.9,167.9,23,NN,23,Tone->Tone,FM,GA S03 | Wide | https://tinyurl.com/2auehftx
703,BlairsVl,147.210000,+,0.600000,Tone,100.0,88.5,23,NN,23,Tone->Tone,FM,GA S03 | Wide | https://tinyurl.com/2xo3wp2t
704,Colbert-,146.745000,-,0.600000,TSQL,118.8,118.8,23,NN,23,Tone->Tone,FM,GA S03 | Wide | https://tinyurl.com/2c6w2uq7
705,Colbert-,442.150000,+,5.000000,TSQL,123.0,123.0,23,NN,23,Tone->Tone,FM,GA S03 | Wide | https://tinyurl.com/28ucy6tt
706,Dahloneg,146.835000,+,0.600000,Tone,100.0,88.5,23,NN,23,Tone->Tone,FM,GA S03 | Wide | https://tinyurl.com/2bq4gayf
707,Dawsonvi,443.975000,+,5.000000,TSQL,100.0,100.0,23,NN,23,Tone->Tone,FM,GA S03 | Wide | https://tinyurl.com/2bt88pag
708,Douglas-,443.000000,+,5.000000,Tone,141.3,88.5,23,NN,23,Tone->Tone,FM,GA S03 | Wide | https://tinyurl.com/2yjqvj8b
709,Higgston,442.500000,+,5.000000,Tone,88.5,88.5,23,NN,23,Tone->Tone,FM,"GA S03 | Link, EchoLink, Wide | https://tinyurl.com/2xra6vpg"
710,Jasper-K,440.537500,+,5.000000,TSQL,100.0,100.0,23,NN,23,Tone->Tone,FM,"GA S03 | Link, AllStar, Wide | https://tinyurl.com/2ykvw82l"
711,Jasper-K,146.700000,-,0.600000,TSQL,123.0,123.0,23,NN,23,Tone->Tone,FM,GA S03 | Wide | https://tinyurl.com/2yp7psm7
712,Jasper-M,441.675000,+,5.000000,TSQL,100.0,100.0,23,NN,23,Tone->Tone,FM,GA S03 | Wide | https://tinyurl.com/269som3n
713,Kennesaw,443.600000,+,5.000000,TSQL,103.5,103.5,23,NN,23,Tone->Tone,FM,"GA S03 | Link, AllStar | https://tinyurl.com/265w383q"
714,Kingslan,146.895000,-,0.600000,TSQL,127.3,127.3,23,NN,23,Tone->Tone,FM,GA S03 | Wide | https://tinyurl.com/279jzgvf
715,Lavonia-,146.715000,-,0.600000,Tone,100.0,88.5,23,NN,23,Tone->Tone,FM,GA S03 | Wide | https://tinyurl.com/29q5kl6s
716,Marietta,147.345000,+,0.600000,TSQL,151.4,151.4,23,NN,23,Tone->Tone,FM,GA S03 | Wide | https://tinyurl.com/2adxjcbz
717,Marietta,443.450000,+,5.000000,TSQL,103.5,103.5,23,NN,23,Tone->Tone,FM,"GA S03 | Link, Wide | https://tinyurl.com/2ba6kjb6"
718,Molena-W,145.250000,-,0.600000,Tone,110.9,88.5,23,NN,23,Tone->Tone,FM,"GA S03 | Link, AllStar, Wide | https://tinyurl.com/29qh3vl8"
719,SkyVly-A,145.320000,-,0.600000,TSQL,131.8,131.8,23,NN,23,Tone->Tone,FM,GA S03 | Wide | https://tinyurl.com/259slfy4
720,Tiger-Gl,145.160000,-,0.600000,TSQL,114.8,114.8,23,NN,23,Tone->Tone,FM,GA S03 | Wide | https://tinyurl.com/2347bxn3
721,Valdosta,146.760000,-,0.600000,Tone,141.3,88.5,23,NN,23,Tone->Tone,FM,"GA S03 | Link, AllStar+EchoLink | https://tinyurl.com/2bf8gvt5"
722,Waleska-,443.075000,+,5.000000,DTCS,88.5,88.5,411,NN,411,Tone->Tone,FM,GA S03 | Wide | https://tinyurl.com/24ma8gj4
723,Abingdon,444.325000,+,5.000000,TSQL,173.8,173.8,23,NN,23,Tone->Tone,FM,IL S03 | Wide | https://tinyurl.com/2bo2mm8q
724,Alton-K9,442.775000,+,5.000000,TSQL,123.0,123.0,23,NN,23,Tone->Tone,FM,IL S03 | Wide | https://tinyurl.com/29lhutw9
725,Arcola-W,444.375000,+,5.000000,TSQL,192.8,192.8,23,NN,23,Tone->Tone,FM,IL S03 | Wide | https://tinyurl.com/22sgcxst
726,Arlingto,441.675000,+,5.000000,TSQL,114.8,114.8,23,NN,23,Tone->Tone,FM,"IL S03 | Link, AllStar | https://tinyurl.com/2dke69ba"
727,Beardsto,443.950000,+,5.000000,TSQL,103.5,103.5,23,NN,23,Tone->Tone,FM,IL S03 | Wide | https://tinyurl.com/277x2aj6
728,Blooming,146.790000,-,0.600000,TSQL,103.5,103.5,23,NN,23,Tone->Tone,FM,IL S03 | Wide | https://tinyurl.com/26e6hx53
729,Bolingbr,443.525000,+,5.000000,TSQL,114.8,114.8,23,NN,23,Tone->Tone,FM,"IL S03 | Link, EchoLink | https://tinyurl.com/23ky97ml"
730,Canton-K,147.285000,+,0.600000,TSQL,103.5,103.5,23,NN,23,Tone->Tone,FM,IL S03 | Wide | https://tinyurl.com/268y7p3y
731,Channaho,444.600000,+,5.000000,TSQL,136.5,136.5,23,NN,23,Tone->Tone,FM,"IL S03 | Link, Wide | https://tinyurl.com/2ynck2g9"
732,Chicago-,443.750000,+,5.000000,TSQL,114.8,114.8,23,NN,23,Tone->Tone,FM,"IL S03 | Link, EchoLink, Wide | https://tinyurl.com/26wul9b6"
733,Elgin-WR,146.790000,-,0.600000,TSQL,107.2,107.2,23,NN,23,Tone->Tone,FM,IL S03 | Wide | https://tinyurl.com/27mwrvgc
734,Freeport,147.390000,+,0.600000,TSQL,114.8,114.8,23,NN,23,Tone->Tone,FM,IL S03 | Wide | https://tinyurl.com/2bpsuk6r
735,Gurnee-N,443.150000,+,5.000000,TSQL,114.8,114.8,23,NN,23,Tone->Tone,FM,IL S03 | Wide | https://tinyurl.com/22z528a6
736,Hardin-N,147.300000,+,0.600000,TSQL,123.0,123.0,23,NN,23,Tone->Tone,FM,IL S03 | basic | https://tinyurl.com/2yxn4or4
737,Hinsdale,443.300000,+,5.000000,TSQL,114.8,114.8,23,NN,23,Tone->Tone,FM,"IL S03 | Link, AllStar+EchoLink | https://tinyurl.com/24fawcll"
738,JacksonV,444.675000,+,5.000000,TSQL,103.5,103.5,23,NN,23,Tone->Tone,FM,IL S03 | Wide | https://tinyurl.com/237hqkax
739,Kankakee,146.940000,-,0.600000,TSQL,107.2,107.2,23,NN,23,Tone->Tone,FM,"IL S03 | Link, EchoLink, Wide | https://tinyurl.com/28ypw2rk"
740,Mattoon-,444.925000,+,5.000000,TSQL,103.5,103.5,23,NN,23,Tone->Tone,FM,IL S03 | Wide | https://tinyurl.com/23otp2bl
741,Olney-KC,442.525000,+,5.000000,TSQL,141.3,141.3,23,NN,23,Tone->Tone,FM,IL S03 | Wide | https://tinyurl.com/2xpohrz4
742,Peoria-O,147.330000,+,0.600000,TSQL,103.5,103.5,23,NN,23,Tone->Tone,FM,"IL S03 | Link, Wide | https://tinyurl.com/2c4lwx95"
743,Robinson,442.800000,+,5.000000,TSQL,107.2,107.2,23,NN,23,Tone->Tone,FM,IL S03 | Wide | https://tinyurl.com/29sntlod
744,Schaumbu,146.700000,-,0.600000,TSQL,100.0,100.0,23,NN,23,Tone->Tone,FM,IL S03 | Wide | https://tinyurl.com/28yy4bus
745,Tallula-,444.900000,+,5.000000,Tone,151.4,88.5,23,NN,23,Tone->Tone,FM,IL S03 | Wide | https://tinyurl.com/25kkuj6f
746,Towerhil,147.390000,+,0.600000,TSQL,203.5,203.5,23,NN,23,Tone->Tone,FM,IL S03 | Wide | https://tinyurl.com/22q76t3a
747,Tremont-,146.670000,-,0.600000,TSQL,103.5,103.5,23,NN,23,Tone->Tone,FM,IL S03 | Wide | https://tinyurl.com/28dtht6d
748,Greentow,442.112500,+,5.000000,TSQL,173.8,173.8,23,NN,23,Tone->Tone,FM,IN S03 | Wide | https://tinyurl.com/23zewrto
749,Hartford,146.655000,-,0.600000,TSQL,141.3,141.3,23,NN,23,Tone->Tone,FM,"IN S03 | Link, EchoLink | https://tinyurl.com/284whx2k"
750,IND-KM9E,442.650000,+,5.000000,Tone,77.0,88.5,23,NN,23,Tone->Tone,FM,"IN S03 | Link, Wide | https://tinyurl.com/29lo5oq6"
751,IND-W9AM,146.745000,-,0.600000,DTCS,88.5,88.5,346,NN,346,Tone->Tone,FM,"IN S03 | Link, AllStar, Wide | https://tinyurl.com/2aarf9xc"
752,IND-Will,147.210000,+,0.600000,TSQL,88.5,88.5,23,NN,23,Tone->Tone,FM,"IN S03 | Link, EchoLink, Wide | https://tinyurl.com/29yodbwp"
753,IND-WTHR,146.700000,-,0.600000,TSQL,88.5,88.5,23,NN,23,Tone->Tone,FM,"IN S03 | Wide, Nets | https://tinyurl.com/2yry6xmq"
754,MerrillV,147.000000,+,0.600000,TSQL,131.8,131.8,23,NN,23,Tone->Tone,FM,"IN S03 | Link, Wide | https://tinyurl.com/27svwzyu"
755,MerrillV,442.075000,+,5.000000,TSQL,131.8,131.8,23,NN,23,Tone->Tone,FM,"IN S03 | Link, Wide | https://tinyurl.com/29r2ru6e"
756,Mishawak,147.330000,+,0.600000,TSQL,131.8,131.8,23,NN,23,Tone->Tone,FM,IN S03 | Wide | https://tinyurl.com/27ucrwmh
757,NewCastl,441.400000,+,5.000000,TSQL,141.3,141.3,23,NN,23,Tone->Tone,FM,IN S03 | Wide | https://tinyurl.com/26seslzx
758,SummitVl,145.310000,-,0.600000,Tone,131.8,88.5,23,NN,23,Tone->Tone,FM,IN S03 | Wide | https://tinyurl.com/2cwwtymj
759,Bardstow,145.470000,-,0.600000,TSQL,151.4,151.4,23,NN,23,Tone->Tone,FM,"KY S03 | Link, EchoLink, Nets | https://tinyurl.com/232fjw84"
760,CaneVly-,146.640000,-,0.600000,Tone,107.2,88.5,23,NN,23,Tone->Tone,FM,KY S03 | Wide | https://tinyurl.com/22t8fl53 | KY Colonels: WA4UXJ Cane Valley / nightly 8:30pm CST net
761,Columbia,147.195000,+,0.600000,Tone,136.5,88.5,23,NN,23,Tone->Tone,FM,"KY S03 | Link, EchoLink, Wide | https://tinyurl.com/2xogpm9j"
762,Fairdale,442.500000,+,5.000000,DTCS,88.5,88.5,365,NN,365,Tone->Tone,FM,KY S03 | Wide | https://tinyurl.com/2dpbq3do
763,Fredonia,444.825000,+,5.000000,TSQL,100.0,100.0,23,NN,23,Tone->Tone,FM,KY S03 | Wide | https://tinyurl.com/295sjnzd
764,Georgeto,146.685000,-,0.600000,TSQL,141.3,141.3,23,NN,23,Tone->Tone,FM,"KY S03 | Link, EchoLink, Wide | https://tinyurl.com/24xxj33m"
765,Irvine-A,147.015000,+,0.600000,TSQL,100.0,100.0,23,NN,23,Tone->Tone,FM,KY S03 | Wide | https://tinyurl.com/2aqqfcdd
766,Irvine-A,444.000000,+,5.000000,TSQL,100.0,100.0,23,NN,23,Tone->Tone,FM,KY S03 | Wide | https://tinyurl.com/2y9ap59o
767,LaGrange,440.525000,+,5.000000,TSQL,151.4,151.4,23,NN,23,Tone->Tone,FM,KY S03 | Wide | https://tinyurl.com/27765jv8
