Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,RxDtcsCode,CrossMode,Mode,Comment
0,FayetteV,145.210000,-,0.600000,Tone,131.8,88.5,23,NN,23,Tone->Tone,FM,"GA S12 | Sys, AllStar+EchoLink, Wide, Nets | https://tinyurl.com/29fqemp4"
1,Anderson,442.825000,+,5.000000,TSQL,127.3,127.3,23,NN,23,Tone->Tone,FM,"SC S12 | Sys, AllStar+EchoLink, Wide, Nets | https://tinyurl.com/295oqzna"
2,McCain-M,442.250000,+,5.000000,TSQL,107.2,107.2,23,NN,23,Tone->Tone,FM,"NC S12 | Sys, AllStar+EchoLink, Wide, Nets | https://tinyurl.com/23raeot8"
3,Henderso,444.375000,+,5.000000,TSQL,100.0,100.0,23,NN,23,Tone->Tone,FM,"NC S11 | Sys, AllStar+EchoLink, Wide, Nets | https://tinyurl.com/2bxmf66n"
4,Raleigh-,441.725000,+,5.000000,TSQL,100.0,100.0,23,NN,23,Tone->Tone,FM,"NC S11 | Sys, AllStar+EchoLink, Wide, Nets | https://tinyurl.com/273662j8"
5,SnowCmp-,443.450000,+,5.000000,TSQL,100.0,100.0,23,NN,23,Tone->Tone,FM,"NC S11 | Sys, AllStar+EchoLink, Wide, Nets | https://tinyurl.com/24dj5sdy"
6,London-R,147.180000,+,0.600000,Tone,74.4,88.5,23,NN,23,Tone->Tone,FM,"KY S10 | Sys, AllStar+EchoLink, Wide, Nets | https://tinyurl.com/283j4ywg"
7,Williams,444.050000,+,5.000000,Tone,100.0,88.5,23,NN,23,Tone->Tone,FM,"KY S10 | Sys, AllStar+EchoLink, Wide | https://tinyurl.com/275odwek"
8,Coats-Am,444.550000,+,5.000000,TSQL,100.0,100.0,23,NN,23,Tone->Tone,FM,"NC S10 | Sys, AllStar+EchoLink, Wide, Nets | https://tinyurl.com/29kqo54r"
9,HollySpg,444.325000,+,5.000000,TSQL,100.0,100.0,23,NN,23,Tone->Tone,FM,"NC S10 | Sys, AllStar+EchoLink, Wide, Nets | https://tinyurl.com/2bdov4gg"
10,Wendell-,444.875000,+,5.000000,TSQL,100.0,100.0,23,NN,23,Tone->Tone,FM,"NC S10 | Sys, AllStar, Wide, Nets | https://tinyurl.com/2apqgqzq"
11,Fowler-W,444.825000,+,5.000000,TSQL,173.8,173.8,23,NN,23,Tone->Tone,FM,"IN S10 | Sys, AllStar, Wide, Nets | https://tinyurl.com/2ydvshur"
12,Columbia,442.725000,+,5.000000,TSQL,131.8,131.8,23,NN,23,Tone->Tone,FM,"NC S10 | Sys, EchoLink, Wide, Nets | https://tinyurl.com/27bjrxqp"
13,CedarGro,147.150000,+,0.600000,Tone,123.0,88.5,23,NN,23,Tone->Tone,FM,"GA S09 | Sys, Wide, Nets | https://tinyurl.com/28n7ndqf"
14,Commerce,146.850000,-,0.600000,Tone,131.8,88.5,23,NN,23,Tone->Tone,FM,"GA S09 | Sys, AllStar+EchoLink, Wide | https://tinyurl.com/2ce4mwo7"
15,Thomasto,147.390000,+,0.600000,TSQL,131.8,131.8,23,NN,23,Tone->Tone,FM,"GA S09 | Sys, Wide, Nets | https://tinyurl.com/2378uy8q"
16,Hickman-,145.270000,-,0.600000,TSQL,100.0,100.0,23,NN,23,Tone->Tone,FM,"KY S09 | Sys, AllStar+EchoLink, Wide | https://tinyurl.com/2c9tocfe"
17,Cochran-,145.490000,-,1.000000,Tone,77.0,88.5,23,NN,23,Tone->Tone,FM,"GA S09 | Sys, Wide, Nets | https://tinyurl.com/278y95un"
18,LookoutM,145.350000,-,0.600000,TSQL,100.0,100.0,23,NN,23,Tone->Tone,FM,"GA S09 | Sys, AllStar+EchoLink, Nets | https://tinyurl.com/277oz78c"
19,Angier-N,444.650000,+,5.000000,TSQL,88.5,88.5,23,NN,23,Tone->Tone,FM,"NC S09 | Sys, AllStar+EchoLink, Wide | https://tinyurl.com/2ynfc8g8"
20,GreenVll,147.090000,+,0.600000,TSQL,131.8,131.8,23,NN,23,Tone->Tone,FM,"NC S09 | Sys, AllStar+EchoLink, Wide, Nets | https://tinyurl.com/28c8qd5b"
21,Ocracoke,444.225000,+,5.000000,TSQL,131.8,131.8,23,NN,23,Tone->Tone,FM,"NC S09 | Sys, EchoLink, Nets | https://tinyurl.com/27qj2kzn"
22,Wedgefie,147.060000,+,0.600000,DTCS,88.5,88.5,315,NN,315,Tone->Tone,FM,"SC S09 | Sys, AllStar+EchoLink, Wide | https://tinyurl.com/27poll89"
23,Evansvil,145.250000,-,0.600000,Cross,136.5,67.0,23,NN,23,Tone->Tone,FM,"IN S09 | Sys, Wide, Nets | https://tinyurl.com/26qbf5g4"
24,LEX-LEXF,146.940000,-,0.600000,TSQL,88.5,88.5,23,NN,23,Tone->Tone,FM,"KY S09 | Sys, AllStar+EchoLink, Wide | https://tinyurl.com/225k5tqs"
25,Raleigh-,145.210000,-,0.600000,TSQL,82.5,82.5,23,NN,23,Tone->Tone,FM,"NC S09 | Sys, Wide, Nets | https://tinyurl.com/28pvkemr"
26,Sharon-W,147.375000,+,0.600000,DTCS,88.5,88.5,156,NN,156,Tone->Tone,FM,"SC S09 | Sys, AllStar+EchoLink, Wide | https://tinyurl.com/284rdwwv"
27,ATL-Bank,146.820000,-,0.600000,TSQL,146.2,146.2,23,NN,23,Tone->Tone,FM,"GA S09 | Sys, EchoLink, Wide, Nets | https://tinyurl.com/29bhsbta"
28,Clermont,145.310000,-,0.600000,Tone,123.0,88.5,23,NN,23,Tone->Tone,FM,"GA S09 | Sys, AllStar, Wide | https://tinyurl.com/28nnrubp"
29,Cumming-,441.900000,+,5.000000,TSQL,141.3,141.3,23,NN,23,Tone->Tone,FM,"GA S09 | Sys, Wide | https://tinyurl.com/27svky8k"
30,LakePark,147.135000,+,0.600000,TSQL,141.3,141.3,23,NN,23,Tone->Tone,FM,"GA S09 | Sys, Wide | https://tinyurl.com/26zujtev"
31,LakePark,444.350000,+,5.000000,TSQL,141.3,141.3,23,NN,23,Tone->Tone,FM,"GA S09 | Sys, Wide | https://tinyurl.com/235tcbvo"
32,McDonoug,444.875000,+,5.000000,TSQL,100.0,100.0,23,NN,23,Tone->Tone,FM,"GA S09 | Sys, AllStar+EchoLink, Nets | https://tinyurl.com/25y2sa6v"
33,McDonoug,146.715000,-,0.600000,TSQL,146.2,146.2,23,NN,23,Tone->Tone,FM,"GA S09 | Sys, AllStar+EchoLink, Nets | https://tinyurl.com/25q4bkxh"
34,McDonoug,442.125000,+,5.000000,TSQL,103.5,103.5,23,NN,23,Tone->Tone,FM,"GA S09 | Sys, AllStar+EchoLink, Nets | https://tinyurl.com/2apdvslj"
35,GreenVll,147.165000,+,0.600000,TSQL,103.5,103.5,23,NN,23,Tone->Tone,FM,"IL S09 | Sys, EchoLink, Wide | https://tinyurl.com/2dyv3bbd"
36,WstLafay,444.725000,+,5.000000,TSQL,173.8,173.8,23,NN,23,Tone->Tone,FM,"IN S09 | Sys, AllStar, Wide, Nets | https://tinyurl.com/273ljl93"
37,Jenkins-,144.940000,+,2.500000,TSQL,79.7,79.7,23,NN,23,Tone->Tone,FM,"KY S09 | Sys, EchoLink, Wide | https://tinyurl.com/2b64kugs"
38,Chalybea,443.100000,+,5.000000,TSQL,100.0,100.0,23,NN,23,Tone->Tone,FM,"NC S09 | Sys, AllStar+EchoLink, Wide | https://tinyurl.com/2y8aqjf4"
39,Denver-A,444.650000,+,5.000000,DTCS,88.5,88.5,315,NN,315,Tone->Tone,FM,"NC S09 | Sys, AllStar+EchoLink, Wide | https://tinyurl.com/29q3qear"
40,KillDevi,145.110000,-,0.600000,TSQL,131.8,131.8,23,NN,23,Tone->Tone,FM,"NC S09 | Sys, EchoLink, Wide, Nets | https://tinyurl.com/2383ujjy"
41,NagsHead,145.290000,-,0.600000,Tone,100.0,88.5,23,NN,23,Tone->Tone,FM,"NC S09 | Sys, EchoLink, Wide, Nets | https://tinyurl.com/25u9pvmp"
42,NagsHead,444.125000,+,5.000000,TSQL,100.0,100.0,23,NN,23,Tone->Tone,FM,"NC S09 | Sys, AllStar+EchoLink, Nets | https://tinyurl.com/259rney4"
43,Oxford-W,145.170000,-,0.600000,Tone,100.0,88.5,23,NN,23,Tone->Tone,FM,"NC S09 | Sys, AllStar+EchoLink, Wide | https://tinyurl.com/28pad5j3"
44,Shallott,441.850000,+,5.000000,DTCS,88.5,88.5,315,NN,315,Tone->Tone,FM,"NC S09 | Sys, AllStar+EchoLink, Wide | https://tinyurl.com/24tob9sa"
45,Clinton-,443.675000,+,5.000000,DTCS,88.5,88.5,315,NN,315,Tone->Tone,FM,"SC S09 | Sys, AllStar+EchoLink, Wide | https://tinyurl.com/27pbcwyr"
46,Durham-C,444.925000,+,5.000000,TSQL,94.8,94.8,23,NN,23,Tone->Tone,FM,"NC S08 | Sys, AllStar, Wide, Nets | https://tinyurl.com/2ck87p65"
47,MtRest-L,147.030000,-,0.600000,TSQL,123.0,123.0,23,NN,23,Tone->Tone,FM,"SC S08 | Sys, Wide, Nets | https://tinyurl.com/22y8mjvw"
48,Montross,146.895000,-,0.600000,TSQL,110.9,110.9,23,NN,23,Tone->Tone,FM,"VA S08 | Sys, Wide, Nets | https://tinyurl.com/23rsuayg"
49,FayetteV,444.600000,+,5.000000,TSQL,77.0,77.0,23,NN,23,Tone->Tone,FM,"GA S08 | Sys, AllStar, Wide, Nets | https://tinyurl.com/2bybrqy6"
50,PineMt-F,146.625000,-,0.600000,TSQL,123.0,123.0,23,NN,23,Tone->Tone,FM,"GA S08 | Sys, EchoLink, Wide | https://tinyurl.com/28bfpgau"
51,WarmSpgs,146.985000,-,0.600000,Tone,110.9,88.5,23,NN,23,Tone->Tone,FM,"GA S08 | Sys, AllStar+EchoLink, Wide | https://tinyurl.com/2bfhbomf"
52,Hatteras,444.725000,+,5.000000,TSQL,131.8,131.8,23,NN,23,Tone->Tone,FM,"NC S08 | Sys, EchoLink, Nets | https://tinyurl.com/2y2834p8"
53,Waves-K4,444.325000,+,5.000000,TSQL,131.8,131.8,23,NN,23,Tone->Tone,FM,"NC S08 | Sys, EchoLink, Nets | https://tinyurl.com/2cyaww3p"
54,Bluefiel,146.955000,-,0.600000,TSQL,100.0,100.0,23,NN,23,Tone->Tone,FM,"VA S08 | Sys, Wide | https://tinyurl.com/2ye4j2ya"
55,Winnabow,146.820000,-,0.600000,TSQL,88.5,88.5,23,NN,23,Tone->Tone,FM,"NC S08 | Sys, AllStar, Wide | https://tinyurl.com/28v7qhwq"
56,York-W4P,147.270000,+,0.600000,DTCS,88.5,88.5,156,NN,156,Tone->Tone,FM,"SC S08 | Sys, AllStar+EchoLink, Wide | https://tinyurl.com/2ckv6vxf"
57,GreeneVl,145.410000,-,0.600000,Tone,127.3,88.5,23,NN,23,Tone->Tone,FM,"TN S08 | Link, AllStar+EchoLink, Wide | https://tinyurl.com/28soxgsb"
58,Knox-Sha,145.370000,-,0.600000,Tone,100.0,88.5,23,NN,23,Tone->Tone,FM,"TN S08 | Link, AllStar+EchoLink, Wide | https://tinyurl.com/28xsf6vr"
59,Byron-Fi,145.290000,-,0.600000,TSQL,82.5,82.5,23,NN,23,Tone->Tone,FM,"GA S08 | Sys, Wide, Nets | https://tinyurl.com/29dxg58w"
60,Jasper-M,146.805000,+,0.600000,TSQL,100.0,100.0,23,NN,23,Tone->Tone,FM,"GA S08 | Sys, Wide, Nets | https://tinyurl.com/24dfmwwt"
61,Jasper-B,443.500000,+,5.000000,Tone,100.0,88.5,23,NN,23,Tone->Tone,FM,"GA S08 | Sys, Wide | https://tinyurl.com/25ogly2e"
62,Phelps-D,147.090000,+,0.600000,TSQL,100.0,100.0,23,NN,23,Tone->Tone,FM,"KY S08 | Sys, AllStar+EchoLink | https://tinyurl.com/2dy8tuzg"
63,Whitesbu,145.460000,-,0.600000,TSQL,79.7,79.7,23,NN,23,Tone->Tone,FM,"KY S08 | Sys, AllStar+EchoLink, Wide | https://tinyurl.com/2bhwemb8"
64,Buxton-K,145.150000,-,0.600000,TSQL,131.8,131.8,23,NN,23,Tone->Tone,FM,"NC S08 | Sys, EchoLink, Nets | https://tinyurl.com/24odre7q"
65,Buxton-K,444.925000,+,5.000000,TSQL,131.8,131.8,23,NN,23,Tone->Tone,FM,"NC S08 | Sys, AllStar, Wide | https://tinyurl.com/28w72z3d"
66,Charlott,442.125000,+,5.000000,DTCS,88.5,88.5,315,NN,315,Tone->Tone,FM,"NC S08 | Sys, AllStar+EchoLink, Wide | https://tinyurl.com/2dp8tjg5"
67,Columbia,443.300000,+,5.000000,TSQL,131.8,131.8,23,NN,23,Tone->Tone,FM,"NC S08 | Sys, Wide | https://tinyurl.com/29krkbxs"
68,Aynor-W4,147.210000,+,0.600000,DTCS,88.5,88.5,315,NN,315,Tone->Tone,FM,"SC S08 | Sys, AllStar+EchoLink, Wide | https://tinyurl.com/2be2hrxc"
69,Aynor-WR,146.715000,-,0.600000,TSQL,162.2,162.2,23,NN,23,Tone->Tone,FM,"SC S08 | Sys, Wide, Nets | https://tinyurl.com/2836g4b3"
70,Blythewo,443.650000,+,5.000000,DTCS,88.5,88.5,315,NN,315,Tone->Tone,FM,"SC S08 | Sys, AllStar+EchoLink, Wide | https://tinyurl.com/27fysz86"
71,Greenvil,145.370000,-,0.600000,TSQL,123.0,123.0,23,NN,23,Tone->Tone,FM,"SC S08 | Sys, Wide, Nets | https://tinyurl.com/29n85u53"
72,Orangebu,146.880000,-,0.600000,TSQL,123.0,123.0,23,NN,23,Tone->Tone,FM,"SC S08 | Sys, Wide, Nets | https://tinyurl.com/2dkpb6lj"
73,Cumberla,444.675000,+,5.000000,Tone,100.0,88.5,23,NN,23,Tone->Tone,FM,"TN S08 | Sys, AllStar+EchoLink, Wide | https://tinyurl.com/2yvzggxy"
74,Independ,146.895000,-,0.600000,TSQL,100.0,100.0,23,NN,23,Tone->Tone,FM,"VA S08 | Sys, Wide | https://tinyurl.com/2byuy6bn"
75,Jonesvil,442.575000,+,5.000000,Tone,100.0,88.5,23,NN,23,Tone->Tone,FM,"VA S08 | Sys, Wide | https://tinyurl.com/24r3cbk6"
76,SouthBos,145.350000,-,0.600000,TSQL,100.0,100.0,23,NN,23,Tone->Tone,FM,"VA S08 | Sys, EchoLink, Wide, Nets | https://tinyurl.com/23yzlb5o"
77,Stockbri,145.170000,-,0.600000,Tone,146.2,88.5,23,NN,23,Tone->Tone,FM,"GA S07 | Sys, AllStar+EchoLink, Nets | https://tinyurl.com/23a7cuot"
78,FortMill,146.970000,-,0.600000,DTCS,88.5,88.5,156,NN,156,Tone->Tone,FM,"SC S07 | Sys, AllStar+EchoLink, Wide | https://tinyurl.com/24ux5kk4"
79,Sumner-W,147.285000,+,0.600000,Tone,141.3,88.5,23,NN,23,Tone->Tone,FM,"GA S07 | Sys, Wide | https://tinyurl.com/265yjjp8"
80,Ashland-,146.940000,-,0.600000,TSQL,107.2,107.2,23,NN,23,Tone->Tone,FM,"KY S07 | Link, AllStar+EchoLink, Wide, Nets | https://tinyurl.com/24ruf5ao"
81,Corbin-W,444.900000,+,5.000000,TSQL,100.0,100.0,23,NN,23,Tone->Tone,FM,"KY S07 | Sys, AllStar | https://tinyurl.com/27x9ykwe"
82,Dorton-F,146.895000,+,0.600000,Tone,127.3,88.5,23,NN,23,Tone->Tone,FM,"KY S07 | Sys, AllStar+EchoLink | https://tinyurl.com/24erw7xv"
83,Grifton-,146.685000,-,0.600000,Tone,88.5,88.5,23,NN,23,Tone->Tone,FM,"NC S07 | Sys, Wide | https://tinyurl.com/2ahjgmvx"
84,KenansVl,444.125000,+,5.000000,TSQL,91.5,91.5,23,NN,23,Tone->Tone,FM,"NC S07 | Sys, Wide | https://tinyurl.com/2bvxbtyx"
85,WinstonS,145.250000,-,0.600000,TSQL,97.4,97.4,23,NN,23,Tone->Tone,FM,"NC S07 | Sys, EchoLink, Wide | https://tinyurl.com/29pvuvg5"
86,Jackson-,146.790000,-,0.600000,TSQL,74.4,74.4,23,NN,23,Tone->Tone,FM,"OH S07 | Sys, Wide | https://tinyurl.com/2dpftvr7"
87,Xenia-MA,147.165000,+,0.600000,TSQL,123.0,123.0,23,NN,23,Tone->Tone,FM,"OH S07 | Link, AllStar+EchoLink, Wide | https://tinyurl.com/2249z4nn"
88,GreeleyV,145.230000,-,0.600000,Tone,123.0,88.5,23,NN,23,Tone->Tone,FM,"SC S07 | Sys, EchoLink | https://tinyurl.com/224afu8e"
89,Gville-P,443.425000,+,5.000000,DTCS,88.5,88.5,315,NN,315,Tone->Tone,FM,"SC S07 | Sys, AllStar+EchoLink, Wide | https://tinyurl.com/2y4ne2lz"
90,LittleMt,146.625000,-,0.600000,DTCS,88.5,88.5,315,NN,315,Tone->Tone,FM,"SC S07 | Sys, AllStar+EchoLink, Wide | https://tinyurl.com/2a2pw9s9"
91,Richburg,146.760000,-,0.600000,DTCS,88.5,88.5,315,NN,315,Tone->Tone,FM,"SC S07 | Sys, AllStar+EchoLink, Wide | https://tinyurl.com/25akb4gh"
92,SaintGeo,147.045000,+,0.600000,TSQL,103.5,103.5,23,NN,23,Tone->Tone,FM,"SC S07 | Sys, Wide | https://tinyurl.com/2a7b9jde"
93,LaGrange,147.330000,+,0.600000,TSQL,100.0,100.0,23,NN,23,Tone->Tone,FM,"GA S07 | Sys, EchoLink, Wide | https://tinyurl.com/2ynx5puv"
94,Macon-WX,147.015000,+,0.600000,TSQL,88.5,88.5,23,NN,23,Tone->Tone,FM,"GA S07 | Sys, Wide | https://tinyurl.com/28ne3vme"
95,WarnerRo,146.850000,-,0.600000,Tone,82.5,88.5,23,NN,23,Tone->Tone,FM,"GA S07 | Sys, Wide, Nets | https://tinyurl.com/2yoanqp6"
96,BurntPra,147.330000,+,0.600000,,88.5,88.5,23,NN,23,Tone->Tone,FM,"IL S07 | Sys, Wide | https://tinyurl.com/29w9gboe"
97,Gillespi,444.250000,+,5.000000,TSQL,103.5,103.5,23,NN,23,Tone->Tone,FM,"IL S07 | Sys, Wide | https://tinyurl.com/22d94r6m"
98,ShelbyVl,444.050000,+,5.000000,Tone,91.5,88.5,23,NN,23,Tone->Tone,FM,"KY S07 | Sys, AllStar+EchoLink, Nets | https://tinyurl.com/26setzkw"
99,Cheraw-W,145.490000,-,0.600000,Tone,123.0,88.5,23,NN,23,Tone->Tone,FM,"SC S07 | Sys, EchoLink | https://tinyurl.com/2ak4uotu"
100,Chester-,442.475000,+,5.000000,DTCS,88.5,88.5,23,NN,23,Tone->Tone,FM,"SC S07 | Link, AllStar+EchoLink, Wide, Nets | https://tinyurl.com/2dcx6uwm"
101,Knox-WJX,442.500000,+,5.000000,Tone,100.0,88.5,23,NN,23,Tone->Tone,FM,"TN S07 | Sys, Wide | https://tinyurl.com/26d7372d"
102,Columbus,442.100000,+,5.000000,TSQL,123.0,123.0,23,NN,23,Tone->Tone,FM,"GA S07 | Sys, Wide | https://tinyurl.com/23lgdlct"
103,Eastman-,145.210000,-,0.600000,TSQL,103.5,103.5,23,NN,23,Tone->Tone,FM,"GA S07 | Sys, Wide | https://tinyurl.com/2ybee3kk"
104,Gray-Rou,145.370000,-,0.600000,Tone,88.5,88.5,23,NN,23,Tone->Tone,FM,"GA S07 | Sys, Wide | https://tinyurl.com/2c6gn7xj"
105,Macon-AA,145.430000,-,0.600000,Tone,88.5,88.5,23,NN,23,Tone->Tone,FM,"GA S07 | Sys, Wide | https://tinyurl.com/22bpbowa"
106,Macon-KD,146.895000,-,0.600000,Tone,88.5,88.5,23,NN,23,Tone->Tone,FM,"GA S07 | Sys, Wide | https://tinyurl.com/2yh89ph6"
107,Midway-K,443.300000,+,5.000000,Tone,97.4,88.5,23,NN,23,Tone->Tone,FM,"GA S07 | Sys, EchoLink, Wide | https://tinyurl.com/2apj8uup"
108,Schaumbu,443.575000,+,5.000000,TSQL,114.8,114.8,23,NN,23,Tone->Tone,FM,"IL S07 | Sys, EchoLink, Wide | https://tinyurl.com/2c23w2n9"
109,Shoals-K,145.210000,-,0.600000,TSQL,107.2,107.2,23,NN,23,Tone->Tone,FM,"IN S07 | Sys, Wide | https://tinyurl.com/28nc27zd"
110,PaintsVl,147.225000,+,0.600000,Tone,127.3,88.5,23,NN,23,Tone->Tone,FM,"KY S07 | Sys, EchoLink, Nets | https://tinyurl.com/23cvp7lg"
111,Concord-,147.210000,+,0.600000,TSQL,110.9,110.9,23,NN,23,Tone->Tone,FM,"NC S07 | Sys, Nets | https://tinyurl.com/22svv9kq"
112,Mooresvi,443.825000,+,5.000000,TSQL,110.9,110.9,23,NN,23,Tone->Tone,FM,"NC S07 | Sys, Wide | https://tinyurl.com/27287rq6"
113,MtAiry-F,443.425000,+,5.000000,TSQL,110.9,110.9,23,NN,23,Tone->Tone,FM,"NC S07 | Sys, Wide | https://tinyurl.com/24txfg3g"
114,Pinehurs,444.700000,+,5.000000,TSQL,107.2,107.2,23,NN,23,Tone->Tone,FM,"NC S07 | Sys, AllStar, Wide | https://tinyurl.com/29gtl4nd"
115,Winnabow,444.850000,+,5.000000,TSQL,88.5,88.5,23,NN,23,Tone->Tone,FM,"NC S07 | Sys, AllStar, Wide | https://tinyurl.com/2cfhkdbr"
116,Columbia,442.875000,+,5.000000,DTCS,88.5,88.5,315,NN,315,Tone->Tone,FM,"SC S07 | Sys, AllStar+EchoLink | https://tinyurl.com/28naguws"
117,Columbia,441.725000,+,5.000000,Tone,91.5,88.5,23,NN,23,Tone->Tone,FM,"SC S07 | Sys, Wide, Nets | https://tinyurl.com/2yaxgbrz"
118,Donalds-,441.850000,+,5.000000,DTCS,88.5,88.5,315,NN,315,Tone->Tone,FM,"SC S07 | Sys, AllStar+EchoLink | https://tinyurl.com/2bd3ndb9"
119,LittleMt,147.210000,+,0.600000,TSQL,156.7,156.7,23,NN,23,Tone->Tone,FM,"SC S07 | Sys, Wide | https://tinyurl.com/25gjgsm9"
120,Orangebu,441.750000,+,5.000000,Tone,123.0,88.5,23,NN,23,Tone->Tone,FM,"SC S07 | Sys, Wide, Nets | https://tinyurl.com/26tbn67y"
121,Pageland,441.825000,+,5.000000,DTCS,88.5,88.5,315,NN,315,Tone->Tone,FM,"SC S07 | Sys, AllStar+EchoLink, Nets | https://tinyurl.com/287grqvw"
122,RockHill,443.800000,+,5.000000,DTCS,88.5,88.5,315,NN,315,Tone->Tone,FM,"SC S07 | Sys, AllStar+EchoLink | https://tinyurl.com/2atlrx6m"
123,6Mile-6M,442.575000,+,5.000000,DTCS,88.5,88.5,315,NN,315,Tone->Tone,FM,"SC S07 | Sys, AllStar+EchoLink | https://tinyurl.com/2y45ohyv"
124,Sumter-W,443.300000,+,5.000000,DTCS,88.5,88.5,315,NN,315,Tone->Tone,FM,"SC S07 | Sys, AllStar+EchoLink | https://tinyurl.com/2yqmf6xd"
125,Union-W4,441.700000,+,5.000000,DTCS,88.5,88.5,315,NN,315,Tone->Tone,FM,"SC S07 | Sys, AllStar+EchoLink | https://tinyurl.com/2xpskar5"
126,Jackson-,444.450000,+,5.000000,TSQL,123.0,123.0,23,NN,23,Tone->Tone,FM,"TN S07 | Sys, Wide | https://tinyurl.com/24g2gsyg"
127,TopOfWor,147.375000,+,0.600000,TSQL,123.0,123.0,23,NN,23,Tone->Tone,FM,"TN S07 | Link, AllStar+EchoLink, Wide | https://tinyurl.com/2dk2uy3e"
128,Pembroke,145.290000,-,0.600000,TSQL,100.0,100.0,23,NN,23,Tone->Tone,FM,"VA S07 | Sys, Wide | https://tinyurl.com/27bf9v37"
129,Roanoke-,444.175000,+,5.000000,DTCS,88.5,88.5,712,NN,712,Tone->Tone,FM,"VA S07 | Sys, Wide | https://tinyurl.com/22dp9pqf"
130,Warrento,147.165000,+,0.600000,TSQL,167.9,167.9,23,NN,23,Tone->Tone,FM,"VA S07 | Link, AllStar+EchoLink, Wide, Nets | https://tinyurl.com/27r9kv9c"
131,Brunswic,145.330000,-,0.600000,Tone,131.8,88.5,23,NN,23,Tone->Tone,FM,"GA S06 | Sys, EchoLink | https://tinyurl.com/2aoucplp"
132,Covingto,444.800000,+,5.000000,TSQL,88.5,88.5,23,NN,23,Tone->Tone,FM,"GA S06 | Link, AllStar+EchoLink, Wide, Nets | https://tinyurl.com/244gnkxg"
133,CarlinVl,146.865000,-,0.600000,Tone,103.5,88.5,23,NN,23,Tone->Tone,FM,IL S06 | Sys | https://tinyurl.com/25rmuxwv
134,Hickman-,444.250000,+,5.000000,Tone,100.0,88.5,23,NN,23,Tone->Tone,FM,"KY S06 | Sys, AllStar | https://tinyurl.com/26eayg4w"
135,OakGrove,444.125000,+,5.000000,DTCS,88.5,88.5,122,NN,122,Tone->Tone,FM,"KY S06 | Link, AllStar, Wide | https://tinyurl.com/22fz7x63"
136,Hamlet-K,146.955000,-,0.600000,TSQL,88.5,88.5,23,NN,23,Tone->Tone,FM,"NC S06 | Link, AllStar, Wide, Nets | https://tinyurl.com/24w8tkwm"
137,Newport-,444.825000,+,5.000000,TSQL,88.5,88.5,23,NN,23,Tone->Tone,FM,"NC S06 | Sys, Wide, Nets | https://tinyurl.com/23xekyhs"
138,Pickens-,147.195000,+,0.600000,TSQL,141.3,141.3,23,NN,23,Tone->Tone,FM,"SC S06 | Sys, AllStar+EchoLink | https://tinyurl.com/2642u5lf"
139,Bristol-,441.950000,+,5.000000,TSQL,146.2,146.2,23,NN,23,Tone->Tone,FM,"TN S06 | Sys, AllStar, Wide | https://tinyurl.com/28c3jonq"
140,Mooresbu,147.135000,+,0.600000,TSQL,114.8,114.8,23,NN,23,Tone->Tone,FM,"TN S06 | Link, EchoLink, Wide, Nets | https://tinyurl.com/24mcoa74"
141,Sneedvil,147.240000,+,0.600000,TSQL,114.8,114.8,23,NN,23,Tone->Tone,FM,"TN S06 | Link, EchoLink, Wide | https://tinyurl.com/295kyvop"
142,Stanton-,146.655000,-,0.600000,TSQL,156.7,156.7,23,NN,23,Tone->Tone,FM,"TN S06 | Sys, Wide | https://tinyurl.com/2ybxwne2"
143,Columbus,146.745000,-,0.600000,TSQL,123.0,123.0,23,NN,23,Tone->Tone,FM,"GA S06 | Sys, Wide | https://tinyurl.com/2cfmwaow"
144,Jasper-M,443.375000,+,5.000000,TSQL,100.0,100.0,23,NN,23,Tone->Tone,FM,"GA S06 | Sys, Wide, Nets | https://tinyurl.com/28y5j6cx"
145,Savannah,147.330000,+,0.600000,Tone,203.5,88.5,23,NN,23,Tone->Tone,FM,"GA S06 | Sys, EchoLink, Wide | https://tinyurl.com/236o7fm6"
146,StoneMt-,146.760000,-,0.600000,TSQL,107.2,107.2,23,NN,23,Tone->Tone,FM,"GA S06 | Link, EchoLink, Wide, Nets | https://tinyurl.com/27xl8x4b"
147,Rockford,442.625000,+,5.000000,TSQL,123.0,123.0,23,NN,23,Tone->Tone,FM,"IL S06 | Sys, AllStar, Wide | https://tinyurl.com/2ayrg9aa"
148,Salem-I5,442.200000,+,5.000000,TSQL,103.5,103.5,23,NN,23,Tone->Tone,FM,"IL S06 | Sys, Wide | https://tinyurl.com/29erx65m"
149,Modoc-K9,443.325000,+,5.000000,TSQL,103.5,103.5,23,NN,23,Tone->Tone,FM,"IN S06 | Link, EchoLink, Wide | https://tinyurl.com/2yn54lm7"
150,Petersbu,145.450000,-,0.600000,Tone,107.2,88.5,23,NN,23,Tone->Tone,FM,"IN S06 | Sys, Nets | https://tinyurl.com/29ppvphf"
151,Inez-N4K,145.270000,-,0.600000,Tone,127.3,88.5,23,NN,23,Tone->Tone,FM,"KY S06 | Sys, EchoLink | https://tinyurl.com/2bqk5ykx"
152,Louisa-W,147.390000,+,0.600000,Tone,127.3,88.5,23,NN,23,Tone->Tone,FM,"KY S06 | Sys, EchoLink | https://tinyurl.com/2b74q3gg"
